sequence_id,gesture0,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture_true,Usage,all_sensors
ANON_002714,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Public,True
ANON_002639,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,False
ANON_003223,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,False
ANON_000166,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,True
ANON_000607,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Write name on leg,Write name on leg,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Public,True
ANON_001729,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,True
ANON_001390,Eyelash - pull hair,Eyelash - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Forehead - scratch,Cheek - pinch skin,Cheek - pinch skin,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Text on phone,Forehead - scratch,Forehead - scratch,Forehead - scratch,Neck - pinch skin,Neck - pinch skin,Eyelash - pull hair,Public,True
ANON_003163,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Pull air toward your face,Pull air toward your face,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Private,False
ANON_002907,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,False
ANON_000612,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_002544,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Write name on leg,Write name on leg,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Private,False
ANON_003131,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,False
ANON_002421,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,True
ANON_000297,Eyelash - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Above ear - pull hair,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Eyebrow - pull hair,Eyelash - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - scratch,Public,False
ANON_000671,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Public,True
ANON_002134,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,True
ANON_002191,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Public,True
ANON_002799,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_001718,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,False
ANON_001014,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Private,True
ANON_000726,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Public,True
ANON_000956,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,True
ANON_003166,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,False
ANON_001756,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Private,False
ANON_002285,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,True
ANON_002943,Wave hello,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Wave hello,Above ear - pull hair,Above ear - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - pinch skin,Above ear - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - pinch skin,Private,False
ANON_002061,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Public,True
ANON_002122,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Public,False
ANON_002698,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Private,False
ANON_003082,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,True
ANON_001504,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,False
ANON_002405,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Eyelash - pull hair,Neck - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_000901,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - scratch,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_003102,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,True
ANON_000693,Write name on leg,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - pinch skin,Neck - scratch,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - scratch,Neck - pinch skin,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Public,False
ANON_000960,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Public,False
ANON_000349,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Wave hello,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Public,True
ANON_002471,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Above ear - pull hair,Above ear - pull hair,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_000439,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Private,True
ANON_002263,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,True
